"主啊，如今可以照祢的話，*","congregation","hangingIndent"
"釋放僕人安然去世；","congregation","indent"
"因為我的眼睛已經看見祢的救恩，*","congregation","hangingIndent"
"就是祢在萬民面前所預備的；","congregation","indent"
"是照亮外邦人的光，*","congregation","hangingIndent"
"又是祢民以色列的榮耀。","congregation","indent"
"但願榮耀歸於聖父、聖子、聖靈；*","congregation","hangingIndent"
"始初如此，現今如此，以後也如此，永無窮盡。阿們。","congregation","indent"
