"看哪，上帝是我的拯救，*"                                  ,"congregation","hangingIndent"
"我要信靠祂，并不惧怕。"                                   ,"congregation","indent"
"因为主耶和华是我的力量，是我的诗歌，*"                    ,"congregation","hangingIndent"
"祂也成了我的拯救。"                                       ,"congregation","indent"
"所以你们必从救恩的泉源*"                                  ,"congregation","hangingIndent"
"欢然取水。"                                               ,"congregation","indent"
"在那日你们要说：*"                                        ,"congregation","hangingIndent"
"当称谢耶和华，求告祂的名，"                               ,"congregation","indent"
"将祂所行的传扬在万民中，*"                                ,"congregation","hangingIndent"
"提说祂的名已被尊崇。"                                     ,"congregation","indent"
"你们要向耶和华唱歌，因祂所行的甚是美好，*"                ,"congregation","hangingIndent"
"但愿这事普传天下。"                                       ,"congregation","indent"
"锡安的居民哪，当扬声欢呼，*"                              ,"congregation","hangingIndent"
"因为在你们中间的以色列圣者乃为至大。"                     ,"congregation","indent"
